Id,SalePrice
1616,101101.407180337
1617,102101.598464299
1618,113262.885264993
1619,117218.603548571
1620,216994.17661543
1621,148099.188955116
1622,149824.710142414
1623,258031.334149442
1624,206766.471732307
1625,131454.263908486
1626,174727.444837837
1627,197032.604623369
1628,292333.463947873
1629,222970.353980112
1630,307672.108123028
1631,239853.774151334
1632,254247.497369712
1633,208697.394891015
1634,199271.107624885
1635,189820.407801811
1636,169080.283616671
1637,182074.594870708
1638,240168.914771731
1639,191442.203984683
1640,279848.669805349
1641,193677.299161228
1642,242365.0336183
1643,265440.012377292
1644,262528.787102301
1645,161641.492746228
1646,154984.104111688
1647,185460.945448589
1648,131761.098623646
1649,124190.017239214
1650,86945.8043955516
1651,87445.9000375326
1652,146474.917420421
1653,145974.82177844
1654,182805.437514192
1655,176893.080605166
1656,177593.623260557
1657,183805.628798154
1658,178093.718902538
1659,163796.347256498
1660,126035.557428146
1661,349890.014786733
1662,345799.155946343
1663,303701.455629772
1664,369001.714484559
1665,286069.038125917
1666,261728.485049601
1667,309048.223094719
1668,286503.6399658
1669,272341.221531073
1670,290539.228479007
1671,234666.372454644
1672,328022.119538408
1673,299597.523271645
1674,251801.544359343
1675,185511.875477654
1676,182283.404667089
1677,211708.192217815
1678,356201.779721638
1679,287180.327846394
1680,295257.762740602
1681,268684.964530566
1682,256382.275366802
1683,212625.850574825
1684,216792.426692226
1685,193707.22445832
1686,202140.13609043
1687,211201.280925892
1688,227095.291070212
1689,224860.195893667
1690,217841.07265343
1691,208714.434015871
1692,274511.380687667
1693,211201.280925892
1694,192696.809699445
1695,212177.617435057
1696,266937.449260412
1697,212177.617435057
1698,315915.911780936
1699,274173.688202268
1700,249353.486433798
1701,284166.122694623
1702,258389.473584668
1703,256030.20645387
1704,258261.893805444
1705,240998.584339375
1706,331381.577953168
1707,217050.994075644
1708,214940.070853351
1709,272779.231195927
1710,241991.959973395
1711,263535.794036205
1712,267081.510382343
1713,230082.233622215
1714,221814.57518951
1715,228023.172902135
1716,203016.15542014
1717,197735.439539437
1718,172594.584410423
1719,238394.938907191
1720,244965.271225513
1721,195058.926873066
1722,144666.675960669
1723,144166.580318688
1724,217920.197755411
1725,253640.82668048
1726,202106.615622867
1727,176396.205442656
1728,216506.596709039
1729,178617.669319317
1730,206042.632084265
1731,115343.138062547
1732,107641.06907392
1733,107641.06907392
1734,119326.86407354
1735,111621.387259943
1736,111121.291617962
1737,264130.136335346
1738,228354.79486524
1739,312463.50961881
1740,209859.801986059
1741,180679.39273672
1742,192572.637745192
1743,213543.508931834
1744,242762.336729003
1745,222422.548788536
1746,292241.452673655
1747,239223.993814953
1748,246102.46375823
1749,140946.41541336
1750,158692.223614408
1751,254445.281685798
1752,110641.642925807
1753,154350.170822689
1754,238851.477952196
1755,166149.356519501
1756,83807.4272895285
1757,106640.877789958
1758,111363.377658672
1759,158782.875101097
1760,135517.672803608
1761,135714.1542099
1762,188863.158454943
1763,177042.410244011
1764,110600.749026154
1765,187182.871465416
1766,169405.835057482
1767,178984.11465978
1768,122524.664459366
1769,186403.203708044
1770,139535.664409812
1771,126125.651132688
1772,136801.031373433
1773,100805.353722238
1774,168350.931228482
1775,141629.548507249
1776,118037.43498142
1777,95231.4344262593
1778,113508.566476175
1779,125122.052023755
1780,192695.079475269
1781,123000.90532655
1782,51278.3408824901
1783,126936.921787948
1784,62804.1554539713
1785,102924.02506762
1786,153376.627478613
1787,183811.459351568
1788,5097.9002852657
1789,86019.6001644241
1790,13112.0767603189
1791,241142.401238072
1792,165873.750011227
1793,146764.900356226
1794,136738.38761416
1795,145799.532449621
1796,148596.809245274
1797,144037.270315289
1798,117130.000099324
1799,94944.8593154254
1800,126446.304493233
1801,113509.124258322
1802,165512.20275103
1803,192822.471908992
1804,120923.31522632
1805,145074.947673933
1806,151746.900081505
1807,174385.172085438
1808,109578.19322269
1809,119387.777608638
1810,139726.633075956
1811,113906.985151172
1812,118332.315997491
1813,130947.91039871
1814,61754.7643651195
1815,5905.01798790699
1816,84167.2443255497
1817,97047.607100247
1818,173295.632224581
1819,137157.440584483
1820,53959.9389746276
1821,150578.235118667
1822,148122.803761033
1823,22583.2235332197
1824,149098.39514255
1825,141186.026102247
1826,106397.431961719
1827,97770.8889661411
1828,140716.600885005
1829,102551.509204863
1830,165958.518321122
1831,202081.775751541
1832,166614.014124242
1833,182017.594319348
1834,144787.20012107
1835,190613.654235687
1836,165626.896358017
1837,65179.7165819766
1838,143297.13667004
1839,65009.7526478056
1840,141504.444079849
1841,134023.456399959
1842,109535.809067742
1843,122313.806625542
1844,151893.43655526
1845,164139.30825881
1846,149348.656620731
1847,180078.365255402
1848,12385.8143838345
1849,111166.89625238
1850,118116.560083402
1851,173452.392173249
1852,118109.74443346
1853,130629.174607842
1854,184767.03109764
1855,173268.051811546
1856,237053.647312858
1857,138656.367722897
1858,201328.063429788
1859,158302.481281295
1860,139304.172280662
1861,156936.589784517
1862,296928.384037363
1863,296928.384037363
1864,296928.384037363
1865,283092.319048827
1866,285075.662491897
1867,244233.870799882
1868,266705.586694615
1869,207486.34577323
1870,230947.471694864
1871,244596.163187727
1872,189485.378013735
1873,229103.234415726
1874,131967.058377203
1875,213726.359038242
1876,207714.800514056
1877,214547.108040767
1878,217027.139300847
1879,118812.392004027
1880,119747.089485892
1881,224915.466220852
1882,286186.952212374
1883,231993.267613244
1884,240495.63865457
1885,242526.878992734
1886,263584.248713447
1887,210370.308448453
1888,252053.296092819
1889,188871.333892414
1890,99639.3514567229
1891,167755.286019546
1892,82189.7840592748
1893,133431.34948376
1894,157178.863170728
1895,148352.430943887
1896,124584.470307093
1897,121221.604067362
1898,143303.207192335
1899,133180.530223432
1900,159128.503055087
1901,140785.502512074
1902,132534.138076577
1903,247862.250540739
1904,119537.721907364
1905,175611.024945136
1906,142554.580296348
1907,194030.113201807
1908,152769.455884969
1909,165000.393378841
1910,165000.393378841
1911,214751.708006796
1912,256225.328072633
1913,158095.349085709
1914,46312.3951855378
1915,254909.251040627
1916,3195.17219947319
1917,276491.316305765
1918,144688.055383643
1919,167101.093126221
1920,168028.787612643
1921,304694.831263792
1922,280170.870298923
1923,227583.058322104
1924,209218.68261047
1925,250436.210644713
1926,300593.748948489
1927,120082.119273968
1928,145168.261857945
1929,108920.274691127
1930,162933.771881172
1931,124323.667540732
1932,149406.402299738
1933,159323.864642731
1934,196784.260714864
1935,187464.548495984
1936,197284.356356845
1937,198270.916340923
1938,157429.124648909
1939,252019.217843109
1940,224560.17682845
1941,199084.849693506
1942,200302.714461234
1943,226598.790598703
1944,306806.312268232
1945,293257.380172678
1946,166208.779799303
1947,283954.707078653
1948,166077.792195109
1949,222694.747471838
1950,193621.471051897
1951,241038.118451499
1952,224029.968543876
1953,161882.463222644
1954,240796.590192936
1955,139208.008053825
1956,289216.836701471
1957,176348.495893061
1958,292371.695150202
1959,171758.099192837
1960,90915.8991066607
1961,112642.025493731
1962,146474.917420421
1963,145974.82177844
1964,140335.779117011
1965,176593.431976595
1966,177893.271889129
1967,250811.576550294
1968,305571.408375649
1969,298855.341588954
1970,347899.855693722
1971,375203.496547242
1972,321509.907590094
1973,282227.080976178
1974,295875.77246904
1975,354335.792582879
1976,248376.592142486
1977,314056.740292119
1978,317602.456638258
1979,294140.215152329
1980,211266.774727989
1981,289542.445020016
1982,235410.846398012
1983,235410.846398012
1984,226346.851519727
1985,215730.149431137
1986,223742.648305395
1987,204754.562779675
1988,194759.278244495
1989,231682.837727613
1990,248697.803285177
1991,211708.192217815
1992,241361.434509367
1993,212684.52872698
1994,267558.309031674
1995,225898.618379958
1996,284117.668017381
1997,309137.759017114
1998,272635.170073996
1999,253827.084611859
2000,301867.441825548
2001,256796.988039006
2002,224867.01154361
2003,268133.564168519
2004,268940.68187116
2005,242736.99169891
2006,237773.521353781
2007,255654.282766142
2008,203016.15542014
2009,205496.744462366
2010,228644.032673398
2011,174150.14166355
2012,199539.340701069
2013,196094.499316533
2014,199502.412408535
2015,223770.656032811
2016,203316.919613005
2017,227737.342918949
2018,116091.577613033
2019,107641.06907392
2020,112755.97397307
2021,108641.260357882
2022,174479.100929332
2023,161382.92536281
2024,260274.360540223
2025,343757.879478766
2026,203192.189876605
2027,175702.291091706
2028,213819.115440108
2029,194369.723256882
2030,275983.847231695
2031,256119.742376265
2032,262887.113883027
2033,270454.787442488
2034,210563.382029774
2035,235466.674507344
2036,247059.155322951
2037,248362.960842602
2038,347054.694134252
2039,223514.938692217
2040,345565.933593017
2041,240834.263613118
2042,237394.747623228
2043,171792.364788048
2044,190725.179986584
2045,207970.892545651
2046,156888.880234923
2047,148393.324843539
2048,113428.696246546
2049,163283.735878927
2050,213075.573969888
2051,114453.487432953
2052,123162.563355483
2053,122910.811622007
2054,73050.259249479
2055,146379.310975731
2056,131506.684192846
2057,114319.092003787
2058,205122.311029932
2059,125011.511369387
2060,142402.40061468
2061,175169.60745531
2062,120041.225374316
2063,104257.755884363
2064,121521.065350433
2065,108979.69797093
2066,188328.426781105
2067,161518.065919624
2068,165243.224547199
2069,76254.1301575994
2070,107952.989214847
2071,60022.4275278791
2072,123650.517952875
2073,122317.214450513
2074,184347.550812935
2075,145809.755924535
2076,103385.144379625
2077,130978.580823449
2078,118261.178987481
2079,154647.156753936
2080,136786.842291402
2081,155040.11956652
2082,165753.543664093
2083,149590.742661441
2084,101719.046472129
2085,124349.012570824
2086,173042.817550191
2087,129637.289229117
2088,112930.835987507
2089,85218.5529840774
2090,146587.693457732
2091,102262.829178852
2092,121115.029020112
2093,141524.463715294
2094,147649.412936673
2095,157848.364964733
2096,84309.200532305
2097,85544.8495525354
2098,139564.229919375
2099,0
2100,96197.9178971577
2101,124506.835460406
2102,173911.781261078
2103,86634.3894133921
2104,179396.909762308
2105,121605.833660328
2106,25331.8583061295
2107,223788.75809858
2108,114091.195045108
2109,95162.3454536907
2110,108459.90050677
2111,199948.915324127
2112,148901.726390758
2113,119120.904319983
2114,128779.986625058
2115,172500.655566529
2116,94414.8383763525
2117,160135.322643491
2118,151512.187472884
2119,124584.657652593
2120,108991.411701138
2121,76930.2602560461
2122,83329.2688526687
2123,96162.7240831531
2124,218119.659672293
2125,153082.67893569
2126,162730.047510557
2127,176868.611170488
2128,153586.369748143
2129,111373.975824586
2130,170058.110381131
2131,189939.999489064
2132,112202.843386848
2133,125760.883393021
2134,137929.734909766
2135,76617.3550185917
2136,64045.6876509959
2137,112436.065740173
2138,121741.401531522
2139,155742.767137087
2140,118588.647997967
2141,151893.43655526
2142,123617.612145194
2143,135409.794846563
2144,104272.877439542
2145,114601.514162003
2146,150452.572909119
2147,160348.655829138
2148,127812.941117658
2149,114625.3689368
2150,208011.786445303
2151,164880.561722708
2152,137743.289632887
2153,145186.046110448
2154,114642.408061655
2155,158482.110908232
2156,270908.101753668
2157,221845.990741897
2158,256983.245970385
2159,248363.518624749
2160,211584.020263562
2161,252860.41379546
2162,319595.465774093
2163,287931.617439704
2164,240402.324470557
2165,183702.648921375
2166,131967.058377203
2167,210432.394425579
2168,207152.618894948
2169,226460.799999066
2170,237077.502087655
2171,135389.347896737
2172,127804.635212421
2173,157730.076187275
2174,258562.65799831
2175,295668.509805688
2176,260976.637674144
2177,269869.12148523
2178,258110.459251424
2179,153347.931501284
2180,211312.379362407
2181,215609.385301856
2182,224497.903505823
2183,211894.450149194
2184,124297.150068611
2185,125635.033837973
2186,156667.241144039
2187,156546.477014758
2188,173492.540945254
2189,290167.026175161
2190,97325.1311781964
2191,97325.1311781964
2192,74477.4915957354
2193,107873.118985218
2194,117589.201841652
2195,82541.8529722062
2196,100053.50634678
2197,90014.1074324777
2198,172797.641497776
2199,182897.021474029
2200,143396.708721848
2201,134167.09020751
2202,205457.715509009
2203,159715.097231139
2204,162319.11309997
2205,127802.717642745
2206,141929.754917967
2207,232871.709671397
2208,233057.780257275
2209,169337.49121256
2210,152769.455884969
2211,118748.575802725
2212,136366.61687905
2213,112998.992486928
2214,159813.736809799
2215,95118.2310745674
2216,173876.583192719
2217,0
2218,80295.3618787194
2219,68425.9716450445
2220,61941.0222964983
2221,254909.251040627
2222,228088.666704233
2223,248053.088739118
2224,234890.861588352
2225,177725.168646899
2226,148668.744006312
2227,210084.478465267
2228,247517.611937632
2229,263104.600021292
2230,166031.067742042
2231,227978.126049864
2232,186016.124072254
2233,169677.288613136
2234,239994.985230442
2235,202192.55637479
2236,259876.129210727
2237,273528.22852856
2238,205838.032118237
2239,144801.071389835
2240,171018.580207469
2241,104806.118858086
2242,125569.540035876
2243,153077.035727777
2244,96144.75248515
2245,96144.75248515
2246,129519.187797159
2247,151493.658092734
2248,115663.046295444
2249,116963.443990124
2250,120695.418267641
2251,137482.804679793
2252,182726.31241221
2253,183125.345747088
2254,200871.711730284
2255,204613.909482714
2256,218313.905695643
2257,240934.206101572
2258,193590.05549951
2259,197143.145277737
2260,150728.179417393
2261,216289.110570774
2262,226105.510606664
2263,309351.837330408
2264,322444.605071959
2265,146409.98140047
2266,277370.185678299
2267,290791.53799463
2268,329263.281298786
2269,170415.504688709
2270,206218.108758584
2271,216203.727600997
2272,233218.693158562
2273,163772.3051362
2274,172198.958900516
2275,159940.758806875
2276,194094.304094109
2277,202231.532704767
2278,146785.905088199
2279,115246.228708063
2280,85549.2424740345
2281,182207.687390079
2282,180207.304822155
2283,152993.945018677
2284,160816.778136585
2285,178393.36753111
2286,117840.208447481
2287,290035.725012055
2288,257265.110346453
2289,284338.004198471
2290,342688.041440088
2291,310410.706766526
2292,329011.52956531
2293,336231.099818958
2294,348020.619823004
2295,345160.699268078
2296,286200.583512258
2297,282972.112701693
2298,289166.521332287
2299,334617.422195822
2300,298666.233614751
2301,265463.86715209
2302,226602.011078174
2303,258441.336086881
2304,265584.631281371
2305,182035.060758584
2306,182035.060758584
2307,185760.219386159
2308,248573.073548778
2309,274697.080836899
2310,234293.29880974
2311,212625.850574825
2312,195079.931605039
2313,196563.179406127
2314,217416.694288459
2315,194517.749985932
2316,210101.330244622
2317,183525.124209614
2318,195576.619422049
2319,217792.617976188
2320,205499.59450519
2321,249245.795822254
2322,205996.2823222
2323,195369.356758697
2324,211201.280925892
2325,221576.454755918
2326,211942.904826436
2327,246338.53615438
2328,248756.481437333
2329,203623.941673665
2330,200267.891083876
2331,305971.931965822
2332,364387.463009537
2333,308396.692898717
2334,270969.629948647
2335,281803.447738855
2336,304664.7186212
2337,212391.137966204
2338,248328.137465244
2339,247331.354006253
2340,325044.842679172
2341,222262.808329278
2342,247079.602272777
2343,219896.725548538
2344,249639.316416984
2345,265708.803235624
2346,235662.598131488
2347,209780.11910193
2348,263849.631746807
2349,175595.716044456
2350,269313.197733917
2351,250935.748504547
2352,256706.336552317
2353,252375.065017657
2354,169993.789021062
2355,197859.61149369
2356,142924.860776163
2357,219155.101647994
2358,208194.44920621
2359,167297.574532513
2360,117505.178659405
2361,122068.870542008
2362,274295.010113696
2363,124883.186462516
2364,150696.763865006
2365,236645.750290595
2366,223552.424766898
2367,249256.019297167
2368,210835.580713076
2369,248324.729640273
2370,191389.596354822
2371,196359.882349893
2372,207707.427081966
2373,277743.259323204
2374,294737.777930942
2375,238846.76721743
2376,260539.930919084
2377,294617.758929308
2378,154218.625436347
2379,233385.061922261
2380,150372.70267949
2381,163096.920165401
2382,209850.510984294
2383,219359.143831876
2384,249222.498829603
2385,149555.361501936
2386,145509.549513816
2387,125728.535367486
2388,106296.182309116
2389,118178.646060528
2390,127694.8396857
2391,113849.666786546
2392,109003.552745727
2393,181394.686510643
2394,145888.881026516
2395,214428.391948928
2396,166001.329790451
2397,180760.753221644
2398,99870.8435858731
2399,37454.3600608095
2400,37202.6083273334
2401,102663.967428907
2402,122397.084680142
2403,154353.57864766
2404,135969.313768347
2405,157050.725609357
2406,135307.002315285
2407,114080.971570195
2408,120375.510034744
2409,124525.04702729
2410,184044.494359393
2411,109241.673179319
2412,138601.524710094
2413,126494.759170475
2414,121645.237304685
2415,149352.622227849
2416,133551.555830894
2417,139763.561368491
2418,108927.835468716
2419,121414.490303182
2420,108427.739826735
2421,127057.498571729
2422,106865.366923666
2423,89156.6174829183
2424,157282.588175154
2425,232593.623556946
2426,90331.352968051
2427,116232.361377759
2428,207895.17526864
2429,109131.13252495
2430,141801.430011096
2431,125360.172457347
2432,117568.009764179
2433,125139.09114861
2434,130609.472785663
2435,138991.079697707
2436,111428.313678622
2437,108141.164715901
2438,112611.355068992
2439,96097.9754087034
2440,142655.084821304
2441,97946.9234226068
2442,93532.0033967007
2443,110052.943834579
2444,96381.8878222138
2445,69136.9251208491
2446,109927.412092797
2447,214098.634932119
2448,164136.832906987
2449,104983.830915347
2450,156131.894810319
2451,122808.576872876
2452,215742.180974612
2453,86401.4070289469
2454,108604.332065348
2455,101806.477479348
2456,137591.109951219
2457,122094.215572101
2458,144682.729988996
2459,97880.684492862
2460,155171.852298362
2461,125074.342474161
2462,127030.423317461
2463,116027.57406623
2464,198253.449901687
2465,144121.293497537
2466,118200.583265649
2467,171831.528463525
2468,96819.8974870686
2469,99365.4225492449
2470,222620.333104622
2471,220081.811037889
2472,191537.940897138
2473,108945.432375719
2474,95433.3716949645
2475,233137.650486904
2476,124091.190315054
2477,117022.867269926
2478,145647.9105501
2479,92699.3533184668
2480,118826.768431559
2481,121068.679258046
2482,112890.369402236
2483,113190.575812954
2484,115546.435118781
2485,113121.674185886
2486,136866.52517553
2487,198271.046808689
2488,174724.969486014
2489,156343.925086171
2490,125511.607011368
2491,82762.9342809428
2492,185191.967244758
2493,129761.461183369
2494,151198.162416781
2495,98412.0083417296
2496,226066.477398953
2497,176646.039606456
2498,106140.782147977
2499,85849.4488847528
2500,129946.228859453
2501,132317.209720458
2502,140885.074563881
2503,92859.8389053722
2504,203817.760382633
2505,242458.535147813
2506,255095.508972006
2507,284955.456144762
2508,255095.508972006
2509,222380.164633588
2510,245220.43078396
2511,205244.434946743
2512,237839.572938025
2513,234180.653240195
2514,245304.453966208
2515,133953.809645243
2516,178406.811485493
2517,131967.058377203
2518,139610.449213674
2519,239681.705301987
2520,231731.292404855
2521,229320.162771845
2522,238257.135653054
2523,116004.891733462
2524,125138.346020963
2525,124645.066028924
2526,126569.731319838
2527,118312.296362046
2528,115573.697718549
2529,113142.121135712
2530,88628.9414279025
2531,227764.605518717
2532,245345.16052036
2533,232241.611521749
2534,244931.192975803
2535,301018.685095606
2536,245569.649654068
2537,231848.090927019
2538,219034.337518713
2539,200277.556776642
2540,184273.5637601
2541,219465.531533626
2542,171367.053949929
2543,115111.833278897
2544,97352.3937779646
2545,119873.496823087
2546,151894.181682907
2547,151514.10504256
2548,201638.493315419
2549,163420.048877769
2550,519811.960749198
2551,167755.286019546
2552,112601.131594078
2553,97325.1311781964
2554,120690.092872994
2555,112395.359186021
2556,73484.1159617153
2557,79444.3697658356
2558,195922.003152805
2559,124781.696841032
2560,139778.68292367
2561,157058.473732447
2562,148346.547767093
2563,152399.175405154
2564,194051.492624781
2565,125115.236373813
2566,122260.5843358
2567,128123.371003289
2568,175548.93896801
2569,175079.513750768
2570,153576.573587611
2571,150110.3527801
2572,206417.4402077
2573,214689.80937517
2574,311335.925901125
2575,144127.364019831
2576,135394.99110465
2577,148488.316628348
2578,85157.2121345988
2579,19870.9550163429
2580,144605.652924457
2581,93420.5302691845
2582,100643.883038804
2583,252981.177924742
2584,168846.316135698
2585,160926.386317805
2586,212374.098841349
2587,211156.979201268
2588,168387.30173887
2589,149396.366170326
2590,210584.574107248
2591,219188.565237823
2592,231758.555004624
2593,249193.933320041
2594,193379.942793334
2595,231047.78887432
2596,269420.330563315
2597,189268.449657616
2598,279740.791848304
2599,315728.538285263
2600,125888.646263391
2601,154810.732352546
2602,102101.598464299
2603,94892.8094677119
2604,101101.407180337
2605,104101.981032224
2606,124582.980051798
2607,171385.025547932
2608,166056.412772135
2609,150907.434353329
2610,108420.179049146
2611,128636.910599654
2612,134637.50052128
2613,115663.046295444
2614,120571.246313389
2615,155971.409223414
2616,140270.472660414
2617,163566.90316479
2618,163494.035930603
2619,223312.944545777
2620,191879.46852189
2621,199943.829898361
2622,206962.953138599
2623,279736.826241186
2624,263729.425399673
2625,312915.33792905
2626,167776.47809702
2627,217341.164356949
2628,350504.058908054
2629,412955.178464975
2630,330826.211984003
2631,369991.682293608
2632,350317.800976675
2633,283202.859703196
2634,300959.449161304
2635,157115.474283807
2636,228186.321186364
2637,179131.583606683
2638,270310.538975056
2639,202607.456392495
2640,154176.986409047
2641,88066.7598087951
2642,187798.833156413
2643,152993.945018677
2644,144747.291317946
2645,148644.518794868
2646,143553.468670516
2647,152493.849376696
2648,152566.158828735
2649,143112.608962837
2650,177393.176247147
2651,177093.527618576
2652,338028.185330648
2653,251546.384800896
2654,234924.939838063
2655,292764.100180639
2656,313749.160449312
2657,306609.273079793
2658,291471.075918048
2659,300414.864449199
2660,297990.103516304
2661,288045.565919043
2662,286800.438551547
2663,269923.834030267
2664,273952.049111384
2665,281964.547985642
2666,280722.828443117
2667,191596.301236027
2668,219527.617510752
2669,184025.219851595
2670,298421.297531217
2671,219527.617510752
2672,211580.612438591
2673,218706.868508226
2674,222004.24094586
2675,197297.429874582
2676,225108.539802172
2677,215979.051121789
2678,271058.978525542
2679,270772.590760208
2680,287790.964142743
2681,351542.481394345
2682,315836.786678954
2683,388087.26714691
2684,300932.744343683
2685,319368.871725209
2686,273528.22852856
2687,255775.046895423
2688,245468.774692465
2689,231437.343861932
2690,341194.570164087
2691,207738.655288853
2692,172101.304418384
2693,213315.611973155
2694,171418.358669995
2695,231072.201431264
2696,224801.517741512
2697,211250.293385281
2698,202168.701599993
2699,180493.879932989
2700,169756.413715118
2701,177651.556285065
2702,115839.825879557
2703,189886.646731555
2704,129684.998778711
2705,117091.768896995
2706,113935.607538469
2707,112428.504962584
2708,119575.207982045
2709,112121.482901924
2710,115422.263164528
2711,275171.774571053
2712,320545.097465636
2713,196859.420209727
2714,202326.394021809
2715,193317.669470707
2716,192447.908008792
2717,227568.124112425
2718,246941.79901864
2719,133568.407610249
2720,190214.303087542
2721,122751.816290397
2722,167391.633844173
2723,143291.493462126
2724,113252.66179008
2725,121751.625006435
2726,127839.458589779
2727,178359.847063546
2728,173079.131182844
2729,144902.878824585
2730,130981.98864842
2731,116354.48529457
2732,111753.119991785
2733,142967.990058758
2734,150325.550912043
2735,124494.376602551
2736,155282.20560723
2737,108610.589933143
2738,155343.546456709
2739,158054.32471829
2740,142777.766520261
2741,136683.675069122
2742,160641.488807767
2743,136556.095289899
2744,146479.070373039
2745,140884.516781734
2746,112080.589002271
2747,171979.367847074
2748,122586.750436492
2749,113894.713638817
2750,116561.002830274
2751,103881.832196635
2752,220982.430270043
2753,137425.298969666
2754,199902.321338827
2755,153650.373294945
2756,32370.8707140463
2757,31994.9470263178
2758,42998.7287506967
2759,155217.644278281
2760,112569.10138181
2761,151345.631363684
2762,154632.780326405
2763,189273.347737882
2764,194781.402795117
2765,256877.603396283
2766,117734.378527878
2767,62674.8980739523
2768,150104.469603306
2769,125397.658532029
2770,169770.97748815
2771,108141.164715901
2772,118137.007033228
2773,148534.108608266
2774,151056.951337674
2775,111175.202157617
2776,136602.819742965
2777,162543.976924679
2778,151222.39188258
2779,119426.566593114
2780,124764.09993403
2781,88395.9064200769
2782,76943.8915559303
2783,61031.4824992254
2784,110600.749026154
2785,132721.88626325
2786,14149.0089913149
2787,144579.00498457
2788,35254.8333892698
2789,209515.053881836
2790,110978.162969178
2791,112101.035952097
2792,45430.1179880332
2793,174122.451749401
2794,60247.4744437338
2795,120697.653650584
2796,86657.4990605419
2797,234040.745070882
2798,99082.0679178817
2799,111068.25667372
2800,83843.1831400343
2801,124784.546883856
2802,137284.087890559
2803,199962.359278511
2804,150318.735262101
2805,105069.026539623
2806,96069.9676812875
2807,192513.40181089
2808,123058.838351057
2809,138683.4998549
2810,122248.312823445
2811,147520.713338801
2812,152265.952418017
2813,184123.432115874
2814,183005.884527602
2815,89634.218137631
2816,221008.947742164
2817,117084.953247053
2818,109289.382728913
2819,219439.014061505
2820,109118.059007213
2821,115895.841334388
2822,187422.482154303
2823,294172.131609129
2824,151353.004795773
2825,141881.858022872
2826,116623.088807401
2827,175090.482353329
2828,252075.603734587
2829,184601.777898234
2830,242868.537085252
2831,201395.104364915
2832,216309.927957247
2833,250308.073083342
2834,238708.776617793
2835,226602.011078174
2836,225484.463489901
2837,168870.916038143
2838,139796.707145053
2839,189265.041832645
2840,211367.091907444
2841,231983.044138331
2842,233845.623452119
2843,173371.776815972
2844,167290.75888257
2845,113142.121135712
2846,234290.448766916
2847,207159.43454489
2848,234403.839464108
